CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts,_DistrictID,_SubheadName
39563,100110114202200049,202200049,2022-04-13,1428,114,1,2,8,20,2,3,2022-04-05 16:35:43,2022-04-05 17:13:43,2022-04-13 12:34:43,14.918845,77.019089,Complainant reported Other IPC Offence at Ballari Layout on 05/04/2022. Statement recorded. Investigation initiated.,11,Other IPC Offence
39564,300060075202200009,202200009,2022-11-15,338,75,3,2,6,16,1,7,2022-11-06 20:20:38,2022-11-06 22:24:38,2022-11-15 20:23:38,12.865121,74.530372,"Caller posed as KYC officer of Canara bank. Victim shared OTP and Rs 176,000 was debited.",6,Cyber Fraud
39565,800240161202200005,202200005,2022-11-30,105,161,8,2,4,14,1,5,2022-11-29 23:35:43,2022-11-30 02:21:43,2022-11-30 01:53:43,15.55779,75.917911,FIR registered based on complaint. Accused identified. Further investigation in progress.,24,Fraud
39566,800010013202300005,202300005,2023-03-08,662,13,8,2,8,20,2,4,2023-02-11 22:28:13,2023-02-11 23:05:13,2023-03-08 15:25:13,12.831766,77.629387,Complainant reported Other IPC Offence at Bangalore Urban Market on 11/02/2023. Statement recorded. Investigation initiated.,1,Other IPC Offence
39567,300050062202300011,202300011,2023-01-25,781,62,3,1,2,8,3,8,2022-12-28 09:14:24,2022-12-28 10:24:24,2023-01-25 20:30:24,17.779749,76.990245,FIR registered based on complaint. Accused identified. Further investigation in progress.,5,Commercial Robbery
39568,100040061202200040,202200040,2022-06-05,730,61,1,1,1,4,1,8,2022-05-11 09:50:14,2022-05-11 12:33:14,2022-06-05 01:42:14,15.125176,74.191523,FIR registered based on complaint. Accused identified. Further investigation in progress.,4,Simple Assault
39569,100160135202300059,202300059,2023-07-20,1147,135,1,2,8,20,1,8,2023-07-08 15:16:29,2023-07-08 17:30:29,2023-07-20 18:14:29,14.333388,74.47808,FIR registered based on complaint. Accused identified. Further investigation in progress.,16,Other IPC Offence
39570,300010008202400011,202400011,2024-01-04,1787,8,3,2,4,14,3,3,2024-01-02 22:58:02,2024-01-02 23:07:02,2024-01-04 22:53:02,12.903867,78.233316,Complainant reported Fraud at Bangalore Urban Market on 02/01/2024. Statement recorded. Investigation initiated.,1,Fraud
39571,100050065202300043,202300043,2023-11-21,1624,65,1,2,7,19,1,1,2023-11-09 09:40:34,2023-11-09 11:00:34,2023-11-21 20:14:34,17.581327,76.923407,Complainant reported NDPS Trafficking at Kalaburagi Market on 09/11/2023. Statement recorded. Investigation initiated.,5,NDPS Trafficking
39572,100250164202200051,202200051,2022-10-08,459,164,1,2,2,5,4,2,2022-09-23 20:28:44,2022-09-23 22:55:44,2022-10-08 18:38:44,12.037061,77.061972,Two-wheeler was parked near Chamarajanagara Circle. Ignition bypassed using duplicate key. Vehicle stolen between 20:00 and 22:00.,25,Vehicle Theft
39573,100270170202200062,202200062,2022-05-11,716,170,1,2,7,18,2,1,2022-04-20 11:01:52,2022-04-20 11:37:52,2022-05-11 00:50:52,12.69882,77.777055,Accused was intercepted near Kolar Circle bus stand. Search revealed Heroin concealed in vehicle seat. Quantity: 1830 grams.,27,NDPS Possession
39574,300010032202200016,202200016,2022-02-06,1594,32,3,2,2,8,1,8,2022-01-31 23:05:49,2022-02-01 01:04:49,2022-02-06 12:48:49,13.085429,77.595837,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Commercial Robbery
39575,100170140202400052,202400052,2024-09-26,137,140,1,1,5,15,1,1,2024-09-23 20:16:14,2024-09-23 20:32:14,2024-09-26 04:26:14,13.391662,76.173323,Complainant reported Atrocity (SC/ST Act) at Chikkamagaluru Layout on 23/09/2024. Statement recorded. Investigation initiated.,17,Atrocity (SC/ST Act)
39576,100180142202300058,202300058,2023-07-21,107,142,1,2,4,14,2,2,2023-06-25 20:00:42,2023-06-25 20:15:42,2023-07-21 01:22:42,12.164497,75.714505,FIR registered based on complaint. Accused identified. Further investigation in progress.,18,Fraud
39577,100010009202200049,202200049,2022-10-09,845,9,1,1,2,8,1,8,2022-10-09 09:33:38,2022-10-09 11:37:38,2022-10-09 11:52:38,13.033297,77.169073,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Commercial Robbery
39578,100110111202400056,202400056,2024-12-11,1790,111,1,1,2,9,1,9,2024-11-22 21:02:33,2024-11-23 00:02:33,2024-12-11 21:32:33,14.771135,77.262171,FIR registered based on complaint. Accused identified. Further investigation in progress.,11,Pickpocketing
39579,100180141202400061,202400061,2024-10-28,1618,141,1,2,8,20,1,5,2024-10-17 09:04:08,2024-10-17 11:16:08,2024-10-28 06:12:08,12.263952,75.684329,FIR registered based on complaint. Accused identified. Further investigation in progress.,18,Other IPC Offence
39580,100010032202400053,202400053,2024-12-06,869,32,1,2,2,6,4,3,2024-12-02 20:16:27,2024-12-02 23:04:27,2024-12-06 19:51:27,13.031912,77.177237,Drilled hole near the front door wooden lock using a manual hand drill silencer setup. Gold ornaments and cash stolen.,1,House Burglary
39581,100310184202300061,202300061,2023-10-06,1622,184,1,2,3,11,1,9,2023-09-06 21:58:04,2023-09-06 22:14:04,2023-10-06 12:05:04,17.833704,77.376251,Victim assaulted by husband under influence of alcohol. Neighbours informed police station.,31,Domestic Violence
39582,100010003202200055,202200055,2022-04-18,228,3,1,2,4,13,1,2,2022-04-05 06:07:53,2022-04-05 07:20:53,2022-04-18 20:18:53,13.06345,77.066985,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Cheating
39583,100080089202400067,202400067,2024-07-08,1026,89,1,2,5,15,2,8,2024-07-02 22:20:58,2024-07-02 23:16:58,2024-07-08 14:36:58,13.729608,75.452966,Complainant reported Atrocity (SC/ST Act) at Shivamogga Market on 02/07/2024. Statement recorded. Investigation initiated.,8,Atrocity (SC/ST Act)
39584,300220156202200014,202200014,2022-03-09,74,156,3,2,2,9,1,1,2022-02-25 16:44:55,2022-02-25 19:21:55,2022-03-09 12:32:55,14.672692,75.666994,Complainant reported Pickpocketing at Haveri Market on 25/02/2022. Statement recorded. Investigation initiated.,22,Pickpocketing
39585,100020035202200052,202200052,2022-09-02,379,35,1,2,1,1,1,4,2022-08-21 20:53:42,2022-08-21 23:47:42,2022-09-02 05:56:42,12.910198,78.365915,Deceased was found with stab wounds near Bangalore Rural Market. Old enmity suspected. Accused identified as acquaintance of victim.,2,Murder
39586,300010026202200013,202200013,2022-08-13,393,26,3,2,1,2,1,8,2022-08-05 07:53:29,2022-08-05 10:48:29,2022-08-13 05:08:29,13.158336,77.472965,Complainant reported Attempt to Murder at Bangalore Urban Main Road on 05/08/2022. Statement recorded. Investigation initiated.,1,Attempt to Murder
39587,800020034202400006,202400006,2024-02-11,1491,34,8,2,2,6,1,7,2024-01-23 14:23:01,2024-01-23 15:38:01,2024-02-11 14:59:01,13.258128,77.778638,"Suspects gained entry through rear window by breaking iron grills. House was locked, owners were outstation.",2,House Burglary
39588,100070084202200037,202200037,2022-11-26,156,84,1,2,7,19,1,9,2022-11-04 17:06:17,2022-11-04 19:30:17,2022-11-26 17:02:17,13.260323,77.388945,Complainant reported NDPS Trafficking at Tumakuru Bus Stand on 04/11/2022. Statement recorded. Investigation initiated.,7,NDPS Trafficking
39589,300220156202200015,202200015,2022-10-25,1394,156,3,1,1,2,3,1,2022-09-25 11:27:55,2022-09-25 13:35:55,2022-10-25 23:13:55,14.549967,75.550674,FIR registered based on complaint. Accused identified. Further investigation in progress.,22,Attempt to Murder
39590,300040055202400009,202400009,2024-04-04,1925,55,3,2,3,12,1,6,2024-03-21 19:47:25,2024-03-21 20:05:25,2024-04-04 03:02:25,15.823473,74.570077,Complainant reported Sexual Assault at Belagavi Layout on 21/03/2024. Statement recorded. Investigation initiated.,4,Sexual Assault
39591,100230159202300049,202300049,2023-09-20,164,159,1,1,4,14,1,3,2023-09-01 22:46:46,2023-09-02 00:51:46,2023-09-20 05:06:46,15.404991,76.159222,Complainant reported Fraud at Koppal Circle on 01/09/2023. Statement recorded. Investigation initiated.,23,Fraud
39592,100260167202200065,202200065,2022-09-19,1598,167,1,2,3,12,1,10,2022-08-28 21:58:14,2022-08-28 23:41:14,2022-09-19 16:09:14,13.929642,77.585237,FIR registered based on complaint. Accused identified. Further investigation in progress.,26,Sexual Assault
39593,300250166202300009,202300009,2023-10-08,815,166,3,1,5,15,1,2,2023-09-29 21:20:58,2023-09-29 23:56:58,2023-10-08 09:18:58,11.72869,76.921079,Complainant reported Atrocity (SC/ST Act) at Chamarajanagara Market on 29/09/2023. Statement recorded. Investigation initiated.,25,Atrocity (SC/ST Act)
39594,300270171202200017,202200017,2022-01-01,1162,171,3,2,6,16,1,3,2021-12-25 10:56:57,2021-12-25 11:26:57,2022-01-01 22:52:57,13.462709,78.138939,"Victim received WhatsApp message posing as electricity board. Clicked phishing link and lost Rs 93,000 from bank account.",27,Cyber Fraud
39595,100030042202200057,202200057,2022-02-28,798,42,1,2,1,3,1,5,2022-02-19 07:35:13,2022-02-19 08:29:13,2022-02-28 07:39:13,12.277922,76.50048,Complainant reported Grievous Hurt at Mysuru Main Road on 19/02/2022. Statement recorded. Investigation initiated.,3,Grievous Hurt
39596,100300179202400066,202400066,2024-05-10,752,179,1,2,3,10,1,10,2024-05-10 09:24:35,2024-05-10 12:09:35,2024-05-10 15:12:35,15.234587,76.789805,FIR registered based on complaint. Accused identified. Further investigation in progress.,30,Eve Teasing
39597,100230159202400054,202400054,2024-12-22,1807,159,1,2,2,5,1,5,2024-12-07 18:42:36,2024-12-07 20:19:36,2024-12-22 02:29:36,15.332225,76.218352,Two-wheeler was parked near Koppal Layout. Ignition bypassed using duplicate key. Vehicle stolen between 13:00 and 21:00.,23,Vehicle Theft
39598,100130124202400048,202400048,2024-06-07,1072,124,1,1,2,6,1,4,2024-06-05 11:37:54,2024-06-05 12:01:54,2024-06-07 23:16:54,12.828789,76.294617,"Suspects gained entry through rear window by breaking iron grills. House was locked, owners were outstation.",13,House Burglary
39599,100010005202400051,202400051,2024-08-30,1876,5,1,2,6,17,1,2,2024-08-25 14:25:00,2024-08-25 15:01:00,2024-08-30 01:53:00,13.277389,77.362704,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Online Harassment
39600,100010031202300050,202300050,2023-11-29,1121,31,1,2,6,16,1,9,2023-11-09 09:01:45,2023-11-09 09:06:45,2023-11-29 13:42:45,12.746032,77.3835,"Victim received call claiming to be from TRAI. Threatened mobile disconnection. Rs 455,000 transferred.",1,Cyber Fraud
39601,100110109202400054,202400054,2024-11-08,840,109,1,2,1,1,1,4,2024-10-19 05:03:16,2024-10-19 07:03:16,2024-11-08 09:30:16,15.398319,76.681156,Victim attacked with sharp weapon during altercation over land dispute. Succumbed to injuries at hospital.,11,Murder
39602,100010008202300051,202300051,2023-04-09,1376,8,1,1,6,17,1,7,2023-03-13 14:27:56,2023-03-13 16:35:56,2023-04-09 10:45:56,12.885583,77.348482,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Online Harassment
39603,100010030202400038,202400038,2024-01-24,1875,30,1,2,8,20,2,4,2024-01-20 03:55:21,2024-01-20 04:41:21,2024-01-24 21:57:21,13.394539,77.461685,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Other IPC Offence
39604,100050062202200044,202200044,2022-01-10,1725,62,1,1,2,9,1,2,2022-01-05 12:50:21,2022-01-05 15:46:21,2022-01-10 04:26:21,17.74551,76.827667,Complainant reported Pickpocketing at Kalaburagi Main Road on 05/01/2022. Statement recorded. Investigation initiated.,5,Pickpocketing
39605,100270170202400062,202400062,2024-05-22,1309,170,1,2,3,11,1,4,2024-05-22 12:12:13,2024-05-22 12:59:13,2024-05-22 10:49:13,13.013528,78.329121,Victim assaulted by husband under influence of alcohol. Neighbours informed police station.,27,Domestic Violence
39606,100300179202200048,202200048,2022-09-22,395,179,1,1,1,1,2,2,2022-09-16 14:18:42,2022-09-16 14:35:42,2022-09-22 21:47:42,15.346384,76.874921,Victim attacked with sharp weapon during altercation over land dispute. Succumbed to injuries at hospital.,30,Murder
39607,400120118202200008,202200008,2022-08-27,1841,118,4,2,7,18,3,5,2022-08-17 00:27:40,2022-08-17 03:04:40,2022-08-27 10:09:40,16.157869,77.230966,During routine vehicle check accused found with Heroin packets. No valid permit produced.,12,NDPS Possession
39608,800040058202400006,202400006,2024-06-13,130,58,8,2,8,20,3,9,2024-05-17 07:48:15,2024-05-17 07:58:15,2024-06-13 08:12:15,15.735765,74.808399,Complainant reported Other IPC Offence at Belagavi Layout on 17/05/2024. Statement recorded. Investigation initiated.,4,Other IPC Offence
39609,100110111202400057,202400057,2024-02-04,1320,111,1,2,2,6,2,9,2024-01-26 19:07:43,2024-01-26 19:33:43,2024-02-04 17:49:43,15.202113,76.73703,Drilled hole near the front door wooden lock using a manual hand drill silencer setup. Gold ornaments and cash stolen.,11,House Burglary
39610,100010008202200043,202200043,2022-02-24,1376,8,1,2,8,20,3,2,2022-02-22 18:17:52,2022-02-22 19:53:52,2022-02-24 04:57:52,12.612722,77.647412,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Other IPC Offence
39611,100010016202200041,202200041,2022-04-30,97,16,1,1,8,20,1,10,2022-04-19 23:08:19,2022-04-20 01:00:19,2022-04-30 08:37:19,12.737062,77.152601,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Other IPC Offence
39612,100290178202400062,202400062,2024-08-30,349,178,1,2,3,12,1,1,2024-08-13 21:33:18,2024-08-13 22:22:18,2024-08-30 15:25:18,17.043178,76.830192,Complainant reported Sexual Assault at Yadgir Circle on 13/08/2024. Statement recorded. Investigation initiated.,29,Sexual Assault
39613,100230159202200052,202200052,2022-11-05,289,159,1,2,2,7,1,9,2022-10-14 23:07:33,2022-10-14 23:36:33,2022-11-05 09:28:33,14.901051,76.120328,"Accused on two-wheeler approached victim near Koppal Circle signal, grabbed gold chain and sped away towards north.",23,Chain Snatching
39614,100170138202400053,202400053,2024-12-29,1267,138,1,2,2,6,1,4,2024-12-26 11:34:45,2024-12-26 13:36:45,2024-12-29 16:13:45,13.241162,75.553676,Drilled hole near the front door wooden lock using a manual hand drill. Stole cash and valuables during midnight hours.,17,House Burglary
39615,100160135202200055,202200055,2022-05-15,1343,135,1,1,3,10,1,5,2022-05-14 20:58:10,2022-05-14 23:57:10,2022-05-15 04:10:10,14.848442,74.612342,FIR registered based on complaint. Accused identified. Further investigation in progress.,16,Eve Teasing
39616,100230159202300050,202300050,2023-02-19,1284,159,1,2,3,11,1,1,2023-02-17 16:47:24,2023-02-17 18:27:24,2023-02-19 16:18:24,15.897595,76.106486,Victim assaulted by husband under influence of alcohol. Neighbours informed police station.,23,Domestic Violence
39617,100120119202200064,202200064,2022-05-14,663,119,1,2,1,1,1,1,2022-04-14 09:12:27,2022-04-14 10:16:27,2022-05-14 06:38:27,15.893864,77.41895,Deceased was found with stab wounds near Raichur Layout. Old enmity suspected. Accused identified as acquaintance of victim.,12,Murder
39618,100100104202400048,202400048,2024-11-11,1883,104,1,2,1,4,4,4,2024-10-24 10:00:23,2024-10-24 10:58:23,2024-11-11 23:14:23,16.925965,75.626247,FIR registered based on complaint. Accused identified. Further investigation in progress.,10,Simple Assault
39619,100040059202200047,202200047,2022-04-18,1007,59,1,2,2,6,3,10,2022-04-07 20:02:32,2022-04-07 21:56:32,2022-04-18 04:35:32,15.43385,74.884351,Drilled hole near the front door wooden lock using a manual hand drill. Stole cash and valuables during midnight hours.,4,House Burglary
39620,400070082202400006,202400006,2024-10-03,369,82,4,2,1,3,2,4,2024-10-02 11:12:51,2024-10-02 11:32:51,2024-10-03 06:17:51,13.022287,77.321901,Complainant reported Grievous Hurt at Tumakuru Circle on 02/10/2024. Statement recorded. Investigation initiated.,7,Grievous Hurt
39621,100190145202300064,202300064,2023-08-31,312,145,1,1,2,5,4,7,2023-08-26 16:45:59,2023-08-26 19:30:59,2023-08-31 13:02:59,14.533306,76.320508,Two-wheeler was parked near Chitradurga Market. Ignition bypassed using duplicate key. Vehicle stolen between 15:00 and 22:00.,19,Vehicle Theft
39622,400010017202200009,202200009,2022-02-16,761,17,4,2,1,1,2,3,2022-02-04 10:36:48,2022-02-04 11:56:48,2022-02-16 17:59:48,13.191482,77.83637,Victim attacked with sharp weapon during altercation over land dispute. Succumbed to injuries at hospital.,1,Murder
39623,100300181202300061,202300061,2023-09-30,1109,181,1,1,1,1,1,1,2023-09-15 19:04:10,2023-09-15 19:57:10,2023-09-30 02:01:10,15.088156,76.890162,Victim attacked with sharp weapon during altercation over land dispute. Succumbed to injuries at hospital.,30,Murder
39624,100090095202400048,202400048,2024-09-22,1022,95,1,2,2,7,1,4,2024-09-15 13:14:21,2024-09-15 16:06:21,2024-09-22 03:26:21,15.54123,74.466662,"Accused on two-wheeler approached victim near Dharwad Bus Stand signal, grabbed gold chain and sped away towards north.",9,Chain Snatching
39625,100090095202200049,202200049,2022-05-22,1363,95,1,2,2,5,3,1,2022-05-11 18:58:27,2022-05-11 19:19:27,2022-05-22 23:08:27,15.508439,74.868063,Two-wheeler was parked near Dharwad Main Road. Ignition bypassed using duplicate key. Vehicle stolen between 19:00 and 21:00.,9,Vehicle Theft
39626,400280173202400013,202400013,2024-12-08,1637,173,4,2,5,15,1,10,2024-11-08 12:39:19,2024-11-08 14:46:19,2024-12-08 08:16:19,12.827174,77.121874,Complainant reported Atrocity (SC/ST Act) at Ramanagara Layout on 08/11/2024. Statement recorded. Investigation initiated.,28,Atrocity (SC/ST Act)
39627,100010023202400052,202400052,2024-05-16,361,23,1,2,1,1,1,5,2024-05-11 14:50:59,2024-05-11 17:49:59,2024-05-16 13:40:59,12.813131,77.335664,Victim attacked with sharp weapon during altercation over land dispute. Succumbed to injuries at hospital.,1,Murder
39628,300010001202200008,202200008,2022-08-27,1962,1,3,2,8,20,1,2,2022-08-08 14:04:10,2022-08-08 15:53:10,2022-08-27 01:11:10,13.027813,77.724652,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,Other IPC Offence
39629,100030041202400053,202400053,2024-04-14,452,41,1,2,1,3,4,6,2024-03-18 20:49:37,2024-03-18 21:06:37,2024-04-14 18:50:37,12.295103,76.56589,FIR registered based on complaint. Accused identified. Further investigation in progress.,3,Grievous Hurt
39630,100170139202200054,202200054,2022-11-09,506,139,1,2,8,20,2,3,2022-10-15 21:48:46,2022-10-15 22:03:46,2022-11-09 17:43:46,13.340259,76.036234,Complainant reported Other IPC Offence at Chikkamagaluru Layout on 15/10/2022. Statement recorded. Investigation initiated.,17,Other IPC Offence
39631,100050068202300057,202300057,2023-10-08,426,68,1,2,2,5,2,9,2023-09-14 08:07:43,2023-09-14 09:06:43,2023-10-08 16:39:43,17.069692,76.500171,Two-wheeler was parked near Kalaburagi Layout. Ignition bypassed using duplicate key. Vehicle stolen between 13:00 and 21:00.,5,Vehicle Theft
39632,100010005202400052,202400052,2024-10-18,1966,5,1,2,1,4,2,1,2024-10-01 17:53:05,2024-10-01 18:48:05,2024-10-18 15:37:05,12.67142,77.18483,Complainant reported Simple Assault at Bangalore Urban Layout on 01/10/2024. Statement recorded. Investigation initiated.,1,Simple Assault
39633,300250164202200018,202200018,2022-12-28,681,164,3,2,6,16,3,3,2022-12-23 19:34:53,2022-12-23 21:12:53,2022-12-28 06:03:53,11.672651,77.228498,"Victim received call claiming to be from TRAI. Threatened mobile disconnection. Rs 497,000 transferred.",25,Cyber Fraud
39634,100130120202200042,202200042,2022-04-04,1232,120,1,2,6,16,1,1,2022-03-24 10:13:32,2022-03-24 10:53:32,2022-04-04 08:06:32,12.578428,76.037601,"Victim received call claiming to be from TRAI. Threatened mobile disconnection. Rs 152,000 transferred.",13,Cyber Fraud
39635,100280174202300048,202300048,2023-11-09,1012,174,1,2,3,11,3,2,2023-10-16 10:50:25,2023-10-16 11:58:25,2023-11-09 08:44:25,12.882337,77.28485,Complainant reported repeated assault by husband and in-laws over dowry demands. Injuries documented.,28,Domestic Violence
39636,100080087202200040,202200040,2022-05-04,622,87,1,1,2,7,3,4,2022-04-22 07:28:58,2022-04-22 08:47:58,2022-05-04 16:12:58,14.148022,75.42306,"Two suspects on a black Pulsar motorcycle targeted lone female walkers near Shivamogga Circle, snatched gold chain from behind and fled.",8,Chain Snatching
39637,300110114202300011,202300011,2023-07-12,562,114,3,2,6,16,2,9,2023-06-12 20:23:30,2023-06-12 21:42:30,2023-07-12 23:34:30,15.016201,76.823957,"Caller posed as KYC officer of ICICI bank. Victim shared OTP and Rs 64,000 was debited.",11,Cyber Fraud
39638,100010013202200047,202200047,2022-10-30,662,13,1,1,2,9,2,8,2022-10-03 21:37:27,2022-10-03 23:13:27,2022-10-30 14:29:27,13.109926,78.277155,Complainant reported Pickpocketing at Bangalore Urban Bus Stand on 03/10/2022. Statement recorded. Investigation initiated.,1,Pickpocketing
39639,100130121202400056,202400056,2024-06-12,1865,121,1,1,1,1,1,7,2024-05-26 08:02:11,2024-05-26 10:30:11,2024-06-12 01:29:11,13.001415,76.041275,Deceased was found with stab wounds near Hassan Bus Stand. Old enmity suspected. Accused identified as acquaintance of victim.,13,Murder
39640,800060076202400003,202400003,2024-10-24,997,76,8,1,1,4,2,6,2024-09-24 07:52:17,2024-09-24 08:15:17,2024-10-24 12:36:17,12.673319,75.291063,Complainant reported Simple Assault at Dakshina Kannada Circle on 24/09/2024. Statement recorded. Investigation initiated.,6,Simple Assault
39641,100090097202400045,202400045,2024-02-20,1190,97,1,2,1,3,3,5,2024-02-20 23:08:00,2024-02-20 23:38:00,2024-02-20 10:33:00,15.362197,74.853326,FIR registered based on complaint. Accused identified. Further investigation in progress.,9,Grievous Hurt
39642,800130123202300008,202300008,2023-06-15,1558,123,8,2,3,12,1,1,2023-05-18 05:32:02,2023-05-18 07:21:02,2023-06-15 12:30:02,12.950813,76.55604,Complainant reported Sexual Assault at Hassan Main Road on 18/05/2023. Statement recorded. Investigation initiated.,13,Sexual Assault
39643,100050065202400033,202400033,2024-09-26,1624,65,1,2,3,11,4,4,2024-08-31 20:53:49,2024-08-31 21:29:49,2024-09-26 03:47:49,17.189381,76.828009,Victim assaulted by husband under influence of alcohol. Neighbours informed police station.,5,Domestic Violence
39644,100210152202400056,202400056,2024-02-13,901,152,1,1,8,20,2,6,2024-01-26 15:37:24,2024-01-26 17:36:24,2024-02-13 20:14:24,14.787569,75.875971,FIR registered based on complaint. Accused identified. Further investigation in progress.,21,Other IPC Offence
39645,100300181202400046,202400046,2024-03-22,552,181,1,2,1,3,2,2,2024-03-15 13:53:29,2024-03-15 14:52:29,2024-03-22 22:27:29,15.28463,76.75041,FIR registered based on complaint. Accused identified. Further investigation in progress.,30,Grievous Hurt
39646,300010026202300010,202300010,2023-03-07,466,26,3,2,2,9,3,1,2023-02-25 08:50:47,2023-02-25 10:14:47,2023-03-07 06:54:47,13.130073,77.634313,Complainant reported Pickpocketing at Bangalore Urban Layout on 25/02/2023. Statement recorded. Investigation initiated.,1,Pickpocketing
39647,100020036202400052,202400052,2024-07-19,977,36,1,2,3,12,1,3,2024-07-09 04:42:43,2024-07-09 05:22:43,2024-07-19 10:36:43,12.99453,77.612838,Complainant reported Sexual Assault at Bangalore Rural Market on 09/07/2024. Statement recorded. Investigation initiated.,2,Sexual Assault
39648,100010010202400046,202400046,2024-01-16,852,10,1,2,1,2,3,3,2024-01-13 20:08:19,2024-01-13 20:49:19,2024-01-16 06:40:19,12.636467,77.650794,Complainant reported Attempt to Murder at Bangalore Urban Bus Stand on 13/01/2024. Statement recorded. Investigation initiated.,1,Attempt to Murder
39649,100010017202200045,202200045,2022-03-03,90,17,1,2,7,19,1,6,2022-02-01 18:31:11,2022-02-01 19:27:11,2022-03-03 04:07:11,13.109907,77.615088,FIR registered based on complaint. Accused identified. Further investigation in progress.,1,NDPS Trafficking
39650,400310183202300008,202300008,2023-06-22,646,183,4,1,3,10,1,6,2023-06-20 17:50:03,2023-06-20 18:32:03,2023-06-22 14:31:03,17.919423,77.368375,Complainant reported Eve Teasing at Bidar Circle on 20/06/2023. Statement recorded. Investigation initiated.,31,Eve Teasing
39651,100220155202200062,202200062,2022-12-07,843,155,1,1,2,6,1,10,2022-11-19 06:55:04,2022-11-19 08:07:04,2022-12-07 01:35:04,14.753765,75.129872,Drilled hole near the front door wooden lock using a manual hand drill silencer setup. Gold ornaments and cash stolen.,22,House Burglary
39652,100080092202400055,202400055,2024-07-01,1972,92,1,2,3,10,1,8,2024-06-18 11:07:42,2024-06-18 11:51:42,2024-07-01 15:33:42,13.793511,76.084303,Complainant reported Eve Teasing at Shivamogga Layout on 18/06/2024. Statement recorded. Investigation initiated.,8,Eve Teasing
39653,100020038202300053,202300053,2023-10-01,734,38,1,2,1,1,1,3,2023-09-11 07:27:48,2023-09-11 08:03:48,2023-10-01 14:14:48,13.129181,77.718353,Deceased was found with stab wounds near Bangalore Rural Market. Old enmity suspected. Accused identified as acquaintance of victim.,2,Murder
39654,100040056202300057,202300057,2023-06-05,809,56,1,2,1,4,3,7,2023-05-20 09:54:06,2023-05-20 12:18:06,2023-06-05 16:32:06,15.843133,74.514102,Complainant reported Simple Assault at Belagavi Circle on 20/05/2023. Statement recorded. Investigation initiated.,4,Simple Assault
39655,400010009202300007,202300007,2023-07-18,780,9,4,1,2,6,1,3,2023-06-26 21:37:23,2023-06-26 22:33:23,2023-07-18 09:46:23,13.005202,77.534358,Drilled hole near the front door wooden lock using a manual hand drill. Stole cash and valuables during midnight hours.,1,House Burglary
39656,300010021202300006,202300006,2023-02-23,1399,21,3,2,1,3,1,2,2023-02-11 17:16:07,2023-02-11 18:05:07,2023-02-23 00:28:07,13.119925,77.415656,Complainant reported Grievous Hurt at Bangalore Urban Circle on 11/02/2023. Statement recorded. Investigation initiated.,1,Grievous Hurt
39657,300050070202200008,202200008,2022-08-04,785,70,3,2,2,7,2,10,2022-07-11 00:29:48,2022-07-11 01:22:48,2022-08-04 07:00:48,16.958893,76.883482,"Accused on two-wheeler approached victim near Kalaburagi Circle signal, grabbed gold chain and sped away towards south.",5,Chain Snatching
39658,100010027202300056,202300056,2023-10-14,1635,27,1,2,2,7,1,3,2023-09-28 23:40:17,2023-09-29 01:56:17,2023-10-14 00:22:17,13.251174,77.432287,"Accused on two-wheeler approached victim near Bangalore Urban Market signal, grabbed gold chain and sped away towards north.",1,Chain Snatching
39659,100030049202400051,202400051,2024-02-02,823,49,1,1,3,10,1,5,2024-01-07 08:02:54,2024-01-07 10:10:54,2024-02-02 12:39:54,12.491887,76.807514,Complainant reported Eve Teasing at Mysuru Market on 07/01/2024. Statement recorded. Investigation initiated.,3,Eve Teasing
39660,100100101202400050,202400050,2024-04-27,1918,101,1,2,3,11,1,6,2024-04-02 07:40:12,2024-04-02 09:02:12,2024-04-27 11:23:12,17.220255,76.175922,Complainant reported repeated assault by husband and in-laws over dowry demands. Injuries documented.,10,Domestic Violence
39661,400080092202400008,202400008,2024-09-30,1972,92,4,2,2,8,1,4,2024-09-13 14:02:38,2024-09-13 15:24:38,2024-09-30 05:51:38,14.074939,75.538146,FIR registered based on complaint. Accused identified. Further investigation in progress.,8,Commercial Robbery
39662,300270171202300012,202300012,2023-11-23,1961,171,3,2,8,20,2,5,2023-10-28 14:46:53,2023-10-28 15:48:53,2023-11-23 14:06:53,12.732804,78.373532,FIR registered based on complaint. Accused identified. Further investigation in progress.,27,Other IPC Offence
