CSID,CaseMasterID,csdate,cstype,PolicePersonID
11856,39878,2025-02-25,B,513
11857,39885,2025-01-01,B,359
11858,39887,2025-03-20,A,1143
11859,39889,2024-10-15,A,1610
11860,39890,2023-09-17,A,785
11861,39893,2025-04-15,C,1637
11862,39895,2023-06-13,A,501
11863,39897,2023-06-07,B,110
11864,39901,2023-10-15,A,318
11865,39903,2024-01-07,A,756
11866,39908,2022-11-21,A,598
11867,39921,2024-06-30,A,1768
11868,39927,2023-06-21,A,31
11869,39929,2024-03-20,A,530
11870,39933,2023-02-21,A,74
11871,39946,2023-08-23,A,459
11872,39947,2025-07-09,A,121
11873,39949,2023-02-09,A,1002
11874,39951,2022-09-09,C,1582
11875,39962,2023-11-19,C,954
11876,39967,2023-01-15,A,1950
11877,39968,2025-03-28,A,1808
11878,39970,2025-05-09,A,1543
11879,39971,2024-10-20,A,470
11880,39972,2025-03-13,A,1072
11881,39977,2024-04-20,C,768
11882,39982,2022-12-09,B,1844
11883,39985,2023-10-12,A,923
11884,39986,2024-07-29,B,1777
11885,39987,2022-12-10,B,1705
11886,39996,2023-05-24,C,1699
11887,40000,2024-02-03,C,274
11888,40003,2023-06-12,C,657
11889,40004,2023-10-23,A,959
11890,40005,2023-08-29,A,1880
11891,40006,2023-03-10,A,688
11892,40008,2023-08-21,C,1165
11893,40010,2023-07-28,A,1836
11894,40011,2025-06-08,A,154
11895,40013,2024-12-28,A,1948
11896,40014,2025-11-02,A,1195
11897,40016,2023-03-31,A,1477
11898,40019,2024-04-20,C,494
11899,40020,2025-01-04,A,508
11900,40024,2022-08-08,B,1622
11901,40031,2023-05-08,A,206
11902,40032,2024-07-16,A,1596
11903,40036,2023-01-16,B,1929
11904,40042,2022-12-27,A,1152
11905,40046,2024-07-01,A,1404
11906,40049,2024-06-04,C,411
11907,40050,2024-09-10,C,1127
11908,40053,2022-10-26,A,350
11909,40057,2024-09-03,A,1955
11910,40058,2023-04-24,A,842
11911,40059,2023-07-29,A,81
11912,40061,2022-12-15,A,387
11913,40064,2022-10-17,C,1537
11914,40065,2024-02-20,A,117
11915,40070,2022-08-21,A,1449
11916,40071,2023-11-17,A,583
11917,40073,2023-08-25,A,209
11918,40077,2022-10-10,C,1471
11919,40078,2024-01-13,A,909
11920,40083,2023-09-29,C,1141
11921,40086,2023-01-27,A,244
11922,40088,2022-08-18,A,1378
11923,40093,2024-02-08,A,226
11924,40097,2023-09-06,A,351
11925,40100,2023-11-19,A,940
11926,40104,2025-05-24,B,1973
11927,40105,2025-06-02,A,1340
11928,40107,2024-05-31,A,1483
11929,40110,2025-04-28,A,312
11930,40111,2023-11-21,C,9
11931,40113,2023-08-25,A,1532
11932,40114,2024-11-15,A,979
11933,40116,2023-05-07,B,277
11934,40117,2023-08-05,A,1590
11935,40118,2023-10-07,A,519
11936,40122,2022-12-24,A,1855
11937,40125,2023-10-28,A,1563
11938,40126,2023-09-08,A,1092
11939,40129,2025-04-26,A,1002
11940,40130,2024-12-06,A,78
11941,40131,2023-01-28,A,1789
11942,40135,2023-12-23,A,1610
11943,40136,2023-02-06,A,398
11944,40139,2024-01-29,C,1458
11945,40140,2023-06-21,A,1980
11946,40141,2022-08-01,C,1887
11947,40143,2022-12-01,A,1535
11948,40147,2024-07-16,B,1375
11949,40149,2025-04-27,A,616
11950,40150,2022-07-13,A,1128
11951,40151,2023-10-26,A,460
11952,40153,2023-12-01,A,809
11953,40154,2024-05-09,A,193
11954,40161,2022-07-02,A,249
11955,40168,2024-01-12,A,25
11956,40172,2023-11-10,A,337
11957,40174,2023-11-28,A,609
11958,40175,2023-01-13,C,1429
11959,40178,2023-11-29,A,574
11960,40185,2025-04-01,A,1656
11961,40189,2024-02-16,A,573
11962,40196,2022-09-11,A,1135
11963,40198,2023-06-06,C,1993
11964,40204,2023-11-07,A,1631
11965,40210,2023-12-10,B,1450
11966,40212,2024-01-15,A,623
11967,40213,2024-03-02,A,1957
11968,40221,2023-03-14,A,790
11969,40225,2022-07-27,A,1775
11970,40227,2022-10-01,A,1034
11971,40228,2024-05-18,A,910
11972,40229,2023-07-08,A,1103
11973,40235,2023-01-12,B,1101
11974,40239,2022-12-19,C,914
11975,40242,2024-12-07,C,141
11976,40245,2024-06-15,A,523
11977,40246,2023-08-31,A,1660
11978,40252,2023-03-22,A,1472
11979,40254,2023-08-02,A,1839
11980,40259,2024-08-12,A,469
11981,40260,2023-07-10,A,984
11982,40263,2024-07-07,B,348
11983,40264,2023-08-21,C,981
11984,40266,2023-10-06,A,1413
11985,40272,2024-10-20,A,180
11986,40274,2023-03-27,A,1362
11987,40279,2024-01-07,A,850
11988,40281,2023-11-26,A,69
11989,40284,2024-04-14,C,1332
11990,40285,2024-12-09,C,145
11991,40287,2022-08-24,C,669
11992,40298,2025-03-31,A,1501
11993,40302,2022-07-24,A,771
11994,40305,2025-04-10,B,1472
11995,40306,2023-06-17,A,1095
11996,40307,2024-05-07,A,986
11997,40310,2024-01-20,A,940
11998,40312,2024-07-20,B,628
11999,40315,2022-09-11,A,1886
12000,40317,2024-02-14,A,1074
12001,40323,2025-01-25,A,1252
12002,40325,2024-07-14,A,1127
12003,40328,2025-05-29,A,855
12004,40337,2022-10-21,A,1360
12005,40338,2023-11-06,A,1969
12006,40339,2024-09-29,A,31
12007,40342,2023-09-10,A,574
12008,40343,2025-04-21,A,581
12009,40352,2024-02-11,A,1005
12010,40354,2025-06-05,A,442
12011,40362,2023-07-28,C,447
12012,40372,2024-04-20,A,1132
12013,40375,2022-06-10,A,219
12014,40386,2024-09-15,C,1978
12015,40392,2023-08-21,A,875
12016,40395,2024-01-18,A,1966
12017,40398,2023-05-31,A,287
12018,40407,2023-03-20,A,1742
12019,40409,2023-12-16,A,1270
12020,40413,2024-02-22,A,1899
12021,40416,2025-02-24,A,435
12022,40421,2025-03-13,A,1108
12023,40424,2023-03-15,C,1768
12024,40427,2024-05-18,A,1886
12025,40430,2025-01-14,A,1744
12026,40439,2024-09-27,C,935
12027,40440,2022-07-15,A,1004
12028,40443,2024-11-01,B,324
12029,40445,2023-03-04,A,1860
12030,40451,2024-10-08,B,624
12031,40456,2022-10-01,A,817
12032,40458,2023-09-27,A,1174
12033,40459,2024-05-08,A,702
12034,40460,2023-07-06,A,47
12035,40463,2022-05-21,A,1612
12036,40466,2023-08-14,A,55
12037,40472,2025-04-08,A,1363
12038,40475,2024-08-09,A,449
12039,40478,2024-06-22,A,133
12040,40479,2024-12-19,A,542
12041,40484,2025-02-12,C,1084
12042,40489,2024-04-25,A,1936
12043,40494,2023-09-23,C,583
12044,40497,2024-12-21,A,1273
12045,40498,2023-09-23,C,467
12046,40499,2022-11-11,A,1500
12047,40500,2023-03-11,C,1742
12048,40501,2024-11-07,A,1511
12049,40502,2024-08-14,A,578
12050,40509,2022-07-18,A,865
12051,40514,2024-12-22,A,237
12052,40518,2023-03-23,A,980
12053,40519,2023-01-23,A,1310
12054,40521,2024-11-04,A,895
12055,40522,2023-02-01,C,525
12056,40523,2022-08-18,B,888
12057,40525,2024-07-08,A,1675
12058,40527,2024-02-16,B,1534
12059,40530,2023-06-28,A,639
12060,40535,2022-06-02,C,33
12061,40540,2025-01-26,C,273
12062,40541,2023-12-15,A,1259
12063,40544,2023-01-28,A,746
12064,40552,2025-02-03,A,1746
12065,40553,2024-01-19,C,1617
12066,40554,2025-02-04,A,141
12067,40555,2025-01-03,B,882
12068,40560,2025-04-13,C,68
12069,40561,2025-01-18,A,1256
12070,40562,2023-01-31,A,979
12071,40563,2024-08-06,A,1200
12072,40566,2022-08-13,A,1098
12073,40567,2023-06-22,B,180
12074,40569,2023-07-16,A,1242
12075,40570,2024-01-20,A,457
12076,40575,2024-01-06,A,467
12077,40576,2025-04-08,A,1089
12078,40577,2023-07-25,C,1566
12079,40578,2022-11-25,C,1185
12080,40580,2024-03-29,A,4
12081,40583,2022-09-09,A,65
12082,40584,2024-02-14,A,1827
12083,40587,2024-09-21,A,270
12084,40602,2024-02-01,A,391
12085,40603,2023-07-08,C,136
12086,40608,2023-08-31,A,1821
12087,40609,2022-09-10,A,163
12088,40610,2024-10-11,A,1684
12089,40613,2023-04-06,B,1930
12090,40614,2023-08-09,A,1786
12091,40616,2024-03-14,C,1441
12092,40618,2024-05-12,A,1366
12093,40621,2024-07-17,B,1481
12094,40622,2022-05-11,C,1945
12095,40623,2023-01-28,A,60
12096,40630,2025-04-22,A,895
12097,40631,2022-09-19,A,890
12098,40636,2022-12-09,A,1776
12099,40638,2024-01-13,B,1669
12100,40640,2025-07-31,A,351
12101,40641,2024-07-26,B,1023
12102,40649,2024-07-12,A,1558
12103,40652,2023-09-12,B,1598
12104,40653,2023-08-20,A,964
12105,40658,2024-04-19,C,692
12106,40662,2024-03-27,A,631
12107,40671,2024-02-14,A,1677
12108,40672,2023-04-19,A,1792
12109,40675,2025-06-18,C,959
12110,40676,2024-06-29,C,1237
12111,40678,2022-11-28,A,1494
12112,40685,2023-09-22,A,1101
12113,40687,2022-10-08,A,1661
12114,40696,2023-11-17,A,1126
12115,40697,2023-02-28,A,901
12116,40698,2022-09-08,A,1404
12117,40702,2023-02-25,C,971
12118,40703,2024-10-18,C,1131
12119,40707,2023-04-28,A,764
12120,40711,2023-04-26,C,978
12121,40712,2023-04-24,A,1558
12122,40718,2024-10-25,A,1420
12123,40720,2023-02-21,A,1904
12124,40723,2025-03-26,C,945
12125,40732,2025-06-15,A,599
12126,40736,2025-03-23,A,1844
12127,40742,2023-08-25,A,686
12128,40745,2024-03-23,A,755
12129,40747,2023-05-27,C,1732
12130,40748,2024-11-27,A,711
12131,40750,2025-02-14,B,1712
12132,40764,2023-11-06,A,263
12133,40770,2025-07-03,C,1862
12134,40771,2024-05-18,A,1170
12135,40773,2023-07-25,A,1892
12136,40778,2023-11-23,A,846
12137,40782,2023-01-28,A,804
12138,40788,2025-02-19,C,1354
12139,40802,2023-08-30,A,472
12140,40813,2023-12-11,C,110
12141,40817,2024-03-04,B,1624
12142,40821,2024-08-13,A,978
12143,40822,2023-08-28,A,961
12144,40823,2023-09-11,A,784
12145,40824,2024-03-12,A,119
12146,40826,2022-10-10,A,1136
12147,40828,2024-11-10,A,1771
12148,40829,2025-05-05,A,1234
12149,40841,2024-04-13,A,1362
12150,40842,2024-08-14,A,1315
12151,40847,2022-11-05,A,1646
12152,40849,2023-06-03,C,1555
12153,40850,2025-05-31,A,209
12154,40851,2023-01-30,C,246
12155,40852,2024-07-23,A,742
12156,40854,2024-04-16,A,1089
12157,40858,2024-05-12,A,330
12158,40859,2023-10-13,B,147
12159,40863,2023-05-22,C,1554
12160,40864,2024-08-18,C,1256
12161,40866,2023-03-18,B,1096
12162,40879,2022-08-17,A,1158
12163,40881,2024-02-16,C,877
12164,40884,2022-12-06,C,398
12165,40886,2023-05-16,B,1450
12166,40888,2022-05-27,A,947
12167,40901,2022-11-11,A,791
12168,40907,2024-03-23,A,89
12169,40909,2024-04-01,A,752
12170,40913,2023-06-24,A,1042
12171,40914,2022-11-25,A,878
12172,40919,2024-10-20,A,431
12173,40921,2023-07-28,C,1886
12174,40925,2023-06-26,A,1422
12175,40926,2024-01-19,A,622
12176,40930,2023-07-22,A,1595
12177,40932,2024-08-14,B,1484
12178,40935,2023-05-07,A,200
12179,40942,2024-07-27,A,1868
12180,40943,2024-01-20,A,917
12181,40944,2024-08-15,B,549
12182,40946,2025-07-07,A,1694
12183,40952,2024-08-16,B,1968
12184,40953,2024-12-31,A,1882
12185,40954,2025-01-22,A,1490
12186,40957,2024-12-30,B,486
12187,40960,2023-05-11,C,99
12188,40962,2025-06-22,A,1280
12189,40965,2023-08-26,B,1844
12190,40971,2022-11-29,A,1099
12191,40977,2025-01-10,A,1767
12192,40988,2024-12-06,A,527
12193,40989,2023-10-17,A,913
12194,40992,2023-08-11,C,24
12195,40998,2023-11-17,A,1000
12196,41000,2022-06-02,A,975
12197,41002,2025-02-09,A,821
12198,41004,2025-02-19,C,1695
12199,41007,2023-04-14,A,286
12200,41012,2023-11-21,B,262
12201,41017,2022-12-10,A,1983
12202,41020,2024-10-01,A,1812
12203,41021,2024-01-18,C,1609
12204,41025,2023-04-03,C,393
12205,41028,2022-12-14,A,129
12206,41029,2023-04-03,A,755
12207,41034,2023-04-26,C,229
12208,41036,2025-06-15,A,759
12209,41040,2024-05-03,A,1500
12210,41041,2023-01-17,B,15
12211,41044,2024-04-27,B,1854
12212,41045,2024-07-25,C,971
12213,41046,2023-09-18,A,767
12214,41048,2023-02-26,A,790
12215,41049,2025-06-01,A,40
12216,41052,2023-07-25,C,662
12217,41053,2023-03-15,A,1262
12218,41055,2022-11-12,C,480
12219,41057,2023-12-27,A,1387
12220,41059,2022-05-21,A,382
12221,41061,2022-06-23,A,1426
12222,41068,2024-10-11,A,1059
12223,41084,2024-12-05,C,949
12224,41091,2024-03-05,A,144
12225,41093,2023-10-26,A,1068
12226,41099,2024-04-20,B,1115
12227,41105,2022-06-27,A,756
12228,41107,2024-10-07,A,1202
12229,41108,2025-02-01,A,1681
12230,41109,2024-01-27,B,1528
12231,41119,2024-03-26,A,1197
12232,41130,2024-02-28,A,514
12233,41134,2023-02-08,A,1177
12234,41135,2025-10-30,C,574
12235,41137,2025-02-25,A,541
12236,41138,2024-05-24,A,1827
12237,41141,2024-03-29,A,951
12238,41144,2024-08-22,C,1971
12239,41146,2023-02-17,A,1730
12240,41147,2025-03-23,A,1481
12241,41150,2024-12-15,B,920
12242,41151,2024-02-29,A,467
12243,41161,2023-10-18,A,1583
12244,41163,2022-09-06,A,983
12245,41164,2024-01-02,A,116
12246,41172,2024-05-20,A,1075
12247,41174,2022-07-26,A,1652
12248,41177,2024-08-31,A,945
12249,41180,2024-10-31,A,431
12250,41181,2023-11-12,A,1737
12251,41183,2023-12-24,A,946
12252,41184,2024-12-25,C,572
12253,41187,2023-09-25,A,1498
12254,41194,2025-03-23,C,1184
12255,41200,2024-10-28,C,1196
12256,41208,2022-09-08,A,1157
12257,41210,2023-08-01,A,445
12258,41212,2023-09-02,A,826
12259,41219,2024-09-21,A,1470
12260,41227,2024-12-28,A,1322
12261,41230,2023-03-04,B,23
12262,41233,2022-07-14,A,977
12263,41234,2025-04-07,C,1855
12264,41236,2024-09-22,A,1405
12265,41239,2024-07-19,A,1195
12266,41241,2023-07-29,A,1971
12267,41243,2023-02-11,A,536
12268,41246,2023-11-15,A,1203
12269,41248,2024-03-06,A,364
12270,41251,2022-03-15,A,459
12271,41253,2024-01-16,A,1544
12272,41254,2023-06-21,A,1985
12273,41255,2023-05-24,A,637
12274,41258,2025-03-13,C,807
12275,41265,2023-10-09,A,1259
12276,41266,2023-02-17,A,1098
12277,41268,2025-02-23,A,1201
12278,41271,2024-11-11,A,390
12279,41272,2023-04-19,A,838
12280,41274,2025-01-12,A,1684
12281,41278,2024-01-12,A,328
12282,41282,2023-05-08,B,1746
12283,41287,2024-11-11,A,1360
12284,41290,2025-03-16,A,53
12285,41292,2022-09-16,A,1268
12286,41294,2024-04-10,B,1579
12287,41297,2024-06-13,C,1466
12288,41299,2022-09-29,A,1257
12289,41300,2023-05-26,C,1560
12290,41316,2025-05-16,A,381
12291,41324,2023-03-17,A,1121
12292,41327,2024-04-25,A,1209
12293,41330,2024-10-01,A,1681
12294,41342,2024-01-06,A,263
12295,41344,2022-08-13,A,1718
12296,41351,2024-09-11,A,199
12297,41361,2024-04-12,A,1209
12298,41363,2025-01-25,C,1256
12299,41366,2024-08-15,A,928
12300,41368,2024-08-02,B,104
12301,41372,2025-03-11,A,289
12302,41375,2022-09-15,B,395
12303,41381,2024-03-08,A,1657
12304,41387,2023-04-09,A,1303
12305,41397,2024-09-01,B,196
12306,41399,2023-01-04,A,1538
12307,41402,2024-04-26,C,1080
12308,41403,2023-07-14,C,35
12309,41405,2023-02-05,A,1898
12310,41408,2024-04-18,A,1657
12311,41425,2025-05-28,A,1992
12312,41433,2023-12-04,A,646
12313,41436,2022-10-04,A,1126
12314,41438,2023-06-03,A,779
12315,41441,2023-08-14,B,167
12316,41442,2024-12-17,C,406
12317,41443,2025-01-01,A,1195
12318,41445,2024-10-11,A,34
12319,41446,2024-03-28,B,1813
12320,41453,2024-10-13,A,324
12321,41455,2025-05-12,A,467
12322,41458,2024-05-27,C,1918
12323,41459,2024-05-22,A,239
12324,41462,2023-10-30,A,649
12325,41467,2022-08-06,A,1427
12326,41468,2024-12-23,A,1159
12327,41480,2023-07-15,C,1428
12328,41485,2023-04-11,A,198
12329,41488,2024-03-27,A,257
12330,41493,2023-03-16,B,982
12331,41494,2025-02-04,A,1581
12332,41495,2024-08-13,A,721
12333,41499,2024-03-27,C,500
12334,41500,2024-10-05,A,855
12335,41504,2023-11-06,A,224
12336,41508,2024-12-08,A,366
12337,41512,2024-11-21,C,997
12338,41520,2024-12-27,A,1703
12339,41522,2025-01-03,A,1382
12340,41528,2025-03-05,A,807
12341,41530,2023-06-03,A,1598
12342,41537,2023-12-26,A,1340
12343,41538,2024-01-10,B,229
12344,41543,2023-09-16,A,1800
12345,41547,2022-10-12,A,1161
12346,41549,2023-07-19,B,402
12347,41550,2022-09-14,A,840
12348,41553,2023-12-01,B,651
12349,41556,2023-05-27,A,102
12350,41558,2023-12-06,A,69
12351,41559,2023-07-24,C,1086
12352,41560,2024-06-27,C,285
12353,41561,2025-04-26,A,901
12354,41562,2022-10-26,A,353
12355,41563,2022-05-20,C,1440
12356,41564,2024-09-24,B,982
12357,41569,2022-09-03,A,595
12358,41570,2025-05-16,B,619
12359,41573,2025-01-20,A,880
12360,41579,2024-03-22,A,1403
12361,41581,2023-06-04,A,1192
12362,41583,2024-06-20,A,197
12363,41585,2023-12-13,A,841
12364,41588,2024-03-30,A,357
12365,41589,2023-11-04,C,1719
12366,41591,2024-04-19,A,836
12367,41599,2024-10-03,C,1808
12368,41603,2023-08-24,A,132
12369,41605,2024-06-12,C,1916
12370,41610,2023-04-26,A,1684
12371,41612,2023-12-11,A,562
12372,41617,2024-03-27,A,347
12373,41625,2024-03-18,A,420
12374,41628,2023-02-07,A,1122
12375,41629,2024-03-29,A,475
12376,41630,2024-04-23,A,43
12377,41631,2025-07-12,A,1919
12378,41636,2022-10-19,A,1649
12379,41640,2023-10-06,A,568
12380,41641,2023-04-16,C,1992
12381,41645,2023-04-17,A,724
12382,41648,2024-05-04,A,617
12383,41651,2023-09-17,A,1672
12384,41652,2025-06-16,C,673
12385,41656,2024-06-13,A,794
12386,41662,2023-05-12,C,1380
12387,41663,2022-07-09,C,1122
12388,41667,2024-09-08,A,1356
12389,41671,2023-11-29,A,1064
12390,41674,2023-12-16,C,954
12391,41675,2023-06-19,A,1913
12392,41676,2023-06-27,A,1457
12393,41679,2025-02-13,A,1220
12394,41680,2025-06-29,B,124
12395,41687,2023-09-04,C,1778
12396,41692,2025-02-04,B,35
12397,41696,2025-04-25,A,1148
12398,41699,2024-08-01,C,244
12399,41702,2024-11-09,C,364
12400,41704,2024-05-01,A,653
12401,41707,2024-12-23,B,553
12402,41708,2022-12-30,A,315
12403,41710,2024-05-07,A,1364
12404,41711,2024-01-01,A,1150
12405,41712,2025-03-09,A,168
12406,41713,2023-11-17,A,1026
12407,41721,2025-04-04,A,1067
12408,41722,2024-05-08,A,1422
12409,41725,2025-04-08,A,305
12410,41728,2025-03-26,A,169
12411,41736,2025-01-04,A,1980
12412,41737,2023-11-07,C,647
12413,41740,2023-08-07,C,428
12414,41741,2022-12-28,A,103
12415,41743,2023-07-28,A,44
12416,41746,2025-03-04,A,1834
12417,41749,2023-10-29,A,1157
12418,41751,2024-01-27,A,904
12419,41759,2022-09-25,A,458
12420,41761,2023-02-22,B,1871
12421,41762,2023-08-13,A,784
12422,41763,2022-06-21,A,1930
12423,41770,2024-08-23,B,491
12424,41771,2022-12-03,A,1139
12425,41775,2024-06-14,A,21
12426,41779,2023-09-08,A,1473
12427,41780,2024-06-16,A,10
12428,41782,2022-06-18,B,648
12429,41784,2025-01-13,C,1120
12430,41791,2023-02-02,A,373
12431,41792,2024-06-11,A,1065
12432,41795,2025-02-02,A,855
12433,41799,2024-11-15,A,1490
12434,41809,2023-11-05,C,1475
12435,41813,2022-05-03,A,38
12436,41815,2024-09-02,A,683
12437,41819,2025-09-08,C,1146
12438,41822,2023-11-06,A,337
12439,41823,2022-07-15,A,1161
12440,41824,2023-03-08,A,1568
12441,41834,2023-09-27,A,1018
12442,41836,2022-07-06,A,1562
12443,41837,2025-06-21,C,1493
12444,41843,2024-11-12,A,1716
12445,41847,2024-08-26,A,710
12446,41848,2023-04-12,C,28
12447,41852,2024-05-05,A,83
12448,41860,2022-07-18,B,1282
12449,41861,2022-08-29,A,910
12450,41870,2024-03-08,B,140
12451,41872,2025-01-13,B,1434
12452,41873,2024-02-05,A,1072
12453,41880,2022-11-01,A,1535
12454,41882,2023-05-22,A,126
12455,41883,2023-09-13,A,1348
12456,41885,2022-07-03,A,191
12457,41888,2024-09-04,A,479
12458,41892,2024-07-19,A,12
12459,41898,2023-11-21,A,1203
12460,41901,2024-01-31,A,534
12461,41906,2025-10-02,A,593
12462,41908,2025-02-23,C,674
12463,41909,2023-07-23,A,405
12464,41911,2024-04-17,A,978
12465,41920,2024-02-20,C,1413
12466,41926,2022-10-13,A,982
12467,41929,2024-12-24,C,1495
12468,41934,2023-06-08,A,573
12469,41936,2023-11-18,A,727
12470,41937,2024-12-20,A,1073
12471,41939,2022-12-26,C,141
12472,41942,2024-07-29,C,951
12473,41943,2022-12-15,C,1340
12474,41945,2022-12-21,C,1177
12475,41949,2024-11-14,B,1019
12476,41959,2024-06-02,A,405
12477,41965,2022-10-08,C,1134
12478,41967,2022-06-28,A,98
12479,41979,2024-08-07,A,1952
12480,41983,2023-03-25,A,60
12481,41989,2023-04-03,A,989
12482,41993,2023-12-18,B,1704
12483,41994,2025-06-13,C,1962
12484,42003,2023-10-01,C,1621
12485,42011,2022-06-17,A,1844
12486,42012,2025-01-14,A,539
12487,42014,2025-06-14,C,794
12488,42018,2025-02-28,A,1834
12489,42019,2025-10-22,C,1520
12490,42025,2023-05-02,A,1772
12491,42031,2023-08-16,A,1427
12492,42032,2022-06-01,A,495
12493,42035,2025-01-01,A,1725
12494,42037,2025-04-10,A,1164
12495,42038,2023-07-10,A,1783
12496,42041,2022-11-13,C,1934
12497,42043,2024-08-10,A,146
12498,42047,2022-11-20,C,353
12499,42048,2022-10-25,A,1084
12500,42050,2023-08-11,A,863
12501,42051,2025-02-10,B,452
12502,42054,2022-11-30,A,79
12503,42057,2025-08-01,A,575
12504,42058,2024-03-19,A,900
12505,42062,2023-12-20,A,1214
12506,42068,2023-05-25,A,1752
12507,42073,2024-08-23,A,317
12508,42077,2022-10-31,A,655
12509,42082,2023-05-10,A,612
12510,42088,2023-06-17,A,833
12511,42089,2023-06-23,A,1481
12512,42091,2023-06-27,B,1491
12513,42096,2025-01-24,C,472
12514,42101,2024-04-30,A,892
12515,42102,2024-02-15,B,1917
12516,42103,2024-04-19,A,1849
12517,42106,2023-09-28,C,1498
12518,42107,2025-07-05,C,1842
12519,42113,2025-01-24,C,410
12520,42114,2022-10-31,A,902
12521,42122,2023-01-21,A,1120
12522,42123,2024-06-26,C,484
12523,42125,2023-12-01,A,1732
12524,42126,2024-02-12,B,89
12525,42129,2023-10-22,A,568
12526,42132,2024-06-26,A,766
12527,42138,2024-03-23,A,1976
12528,42142,2023-04-04,A,285
12529,42143,2024-04-26,A,446
12530,42145,2024-07-06,A,947
12531,42148,2024-04-01,C,22
12532,42152,2024-11-12,A,1247
12533,42154,2025-05-16,A,903
12534,42158,2025-01-09,C,878
12535,42163,2024-12-16,A,1172
12536,42164,2024-11-10,A,784
12537,42165,2025-04-05,A,1788
12538,42169,2024-11-04,C,703
12539,42170,2023-09-26,C,1048
12540,42172,2023-08-02,A,771
12541,42177,2024-09-29,C,495
12542,42179,2024-06-02,A,505
12543,42185,2022-11-18,A,1714
12544,42194,2023-05-31,A,1298
12545,42195,2022-12-04,A,110
12546,42199,2022-04-30,A,1163
12547,42204,2024-02-11,A,673
12548,42206,2022-08-07,A,933
12549,42209,2025-01-23,A,1558
12550,42210,2025-04-22,A,380
12551,42212,2023-10-19,A,1262
12552,42213,2023-08-15,C,1763
12553,42216,2023-04-10,A,536
12554,42217,2023-10-06,A,90
12555,42222,2024-12-02,A,1843
12556,42223,2022-12-05,A,648
12557,42226,2024-01-30,A,330
12558,42228,2022-11-30,A,1862
12559,42230,2024-08-13,A,1910
12560,42231,2024-08-13,A,952
12561,42232,2023-04-23,A,921
12562,42235,2024-02-29,B,1561
12563,42240,2023-08-06,A,1741
12564,42241,2023-06-03,A,573
12565,42246,2023-06-27,A,819
12566,42247,2025-02-09,A,902
12567,42248,2025-05-23,A,520
12568,42249,2022-12-14,A,469
12569,42252,2025-01-15,A,233
12570,42258,2024-12-13,B,1061
12571,42259,2024-06-06,C,1662
12572,42260,2024-06-14,A,1876
12573,42261,2024-10-15,B,1704
12574,42266,2023-09-24,A,780
12575,42269,2024-04-13,C,559
12576,42270,2024-12-17,B,834
12577,42271,2024-04-16,A,495
12578,42273,2025-03-09,A,715
12579,42279,2024-08-03,A,1020
12580,42282,2023-06-10,B,563
12581,42283,2024-04-20,A,1081
12582,42288,2023-01-05,A,254
12583,42289,2025-02-20,B,1733
12584,42294,2024-03-27,A,1470
12585,42295,2023-04-21,B,1864
12586,42296,2023-10-29,C,102
12587,42297,2025-03-06,B,1049
12588,42299,2023-11-23,A,728
12589,42300,2024-09-04,A,790
12590,42304,2023-04-03,B,461
12591,42306,2023-06-12,A,1193
12592,42316,2023-01-20,B,132
12593,42319,2025-01-05,A,1190
12594,42323,2022-09-29,A,1090
12595,42324,2022-12-07,A,740
12596,42326,2024-07-23,A,1893
12597,42327,2023-02-15,A,283
12598,42329,2024-07-11,A,404
12599,42332,2024-01-01,A,924
12600,42350,2023-11-30,C,831
12601,42351,2023-10-14,B,1569
12602,42352,2024-07-26,A,1037
12603,42356,2024-12-05,A,1830
12604,42357,2024-03-22,A,956
12605,42359,2023-03-08,C,1955
12606,42361,2022-08-13,A,1696
12607,42364,2022-12-07,A,1622
12608,42365,2024-11-28,A,1678
12609,42366,2022-12-30,A,1777
12610,42368,2023-01-25,A,593
12611,42378,2023-06-04,A,55
12612,42379,2025-02-13,B,384
12613,42380,2023-10-18,C,1562
12614,42382,2022-10-21,A,901
12615,42386,2025-04-11,A,1869
12616,42389,2025-03-11,A,1006
12617,42402,2023-10-07,C,1497
12618,42407,2023-03-24,A,1865
12619,42410,2022-05-20,A,588
12620,42414,2022-05-30,A,669
12621,42417,2025-03-29,C,1884
12622,42418,2024-11-08,A,1039
12623,42419,2022-12-12,A,1806
12624,42423,2023-11-28,A,231
12625,42429,2024-05-01,A,362
12626,42437,2024-03-19,C,1016
12627,42441,2025-01-12,A,333
12628,42444,2023-05-22,C,751
12629,42445,2023-07-23,A,682
12630,42447,2022-09-26,C,1951
12631,42454,2023-06-29,A,1440
12632,42456,2023-02-09,A,1345
12633,42457,2023-08-21,A,1165
12634,42462,2024-02-27,C,401
12635,42464,2024-11-10,A,1752
12636,42480,2023-03-12,A,859
12637,42481,2024-05-02,A,1392
12638,42486,2022-08-11,C,677
12639,42488,2025-01-25,A,107
12640,42489,2024-10-04,C,1407
12641,42490,2023-07-12,A,1556
12642,42498,2023-12-07,A,1110
12643,42499,2024-04-13,A,1893
12644,42507,2022-09-09,A,272
12645,42513,2023-01-03,A,420
12646,42522,2024-08-08,A,1233
12647,42538,2025-05-03,A,1865
12648,42539,2022-12-24,C,1593
12649,42540,2024-10-18,A,1942
12650,42545,2023-08-22,A,443
12651,42549,2023-11-25,A,37
12652,42550,2024-04-21,C,1580
12653,42555,2022-09-20,A,314
